HCPCS,MOD,DESCRIPTION,WORK RVU
25126,,Remove/graft forearm lesion,7.74
25130,,Removal of wrist lesion,5.43
25135,,Remove & graft wrist lesion,7.08
25136,,Remove & graft wrist lesion,6.14
25145,,Remove forearm bone lesion,6.54
25150,,Partial removal of ulna,7.38
25151,,Partial removal of radius,7.68
25170,,Resect radius/ulnar tumor,22.21
25210,,Removal of wrist bone,6.12
25215,,Removal of wrist bones,8.14
25230,,Partial removal of radius,5.37
25240,,Partial removal of ulna,5.31
25246,,Injection for wrist x-ray,1.45
25248,,Remove forearm foreign body,5.31
25250,,Removal of wrist prosthesis,6.77
25251,,Removal of wrist prosthesis,9.82
25259,,Manipulate wrist w/anesthes,4.04
25260,,Repair forearm tendon/muscle,8.04
25263,,Repair forearm tendon/muscle,8.04
25265,,Repair forearm tendon/muscle,10.10
25270,,Repair forearm tendon/muscle,6.17
25272,,Repair forearm tendon/muscle,7.21
25274,,Repair forearm tendon/muscle,8.94
25275,,Repair forearm tendon sheath,8.96
25280,,Revise wrist/forearm tendon,7.39
25290,,Incise wrist/forearm tendon,5.43
25295,,Release wrist/forearm tendon,6.72
25300,,Fusion of tendons at wrist,9.02
25301,,Fusion of tendons at wrist,8.59
25310,,Transplant forearm tendon,9.00
25312,,Transplant forearm tendon,9.82
25315,,Revise palsy hand tendon(s),10.68
25316,,Revise palsy hand tendon(s),12.90
25320,,Repair/revise wrist joint,12.75
25332,,Revise wrist joint,11.74
25335,,Centralization wrist on ulna,13.39
25337,,Reconstruct ulna/radioulnar,11.73
25350,,Revision of radius,9.09
25355,,Revision of radius,10.53
25360,,Revision of ulna,8.74
25365,,Revise radius & ulna,12.91
25370,,Revise radius or ulna,14.10
25375,,Revise radius & ulna,13.55
25390,,Shorten radius or ulna,10.70
25391,,Lengthen radius or ulna,14.28
25392,,Shorten radius & ulna,14.58
25393,,Lengthen radius & ulna,16.56
25394,,Repair carpal bone shorten,10.85
25400,,Repair radius or ulna,11.28
25405,,Repair/graft radius or ulna,15.01
25415,,Repair radius & ulna,13.80
25420,,Repair/graft radius & ulna,17.04
25425,,Repair/graft radius or ulna,13.72
25426,,Repair/graft radius & ulna,16.45
25430,,Vasc graft into carpal bone,9.71
25431,,Repair nonunion carpal bone,10.89
25440,,Repair nonu scphd carpl b1,10.68
25441,,Arthrp w/prostc dstl rds,13.29
25442,,Arthrp w/prostc dstl ulna,11.12
25443,,Arthrp prostc dstl scph crpl,10.66
25444,,Arthrp w/prostc lunate,11.42
25445,,Arthrp w/prostc trapezium,9.88
25446,,Arthrp w/prostc dst rds&crps,17.30
25447,,Arthrp ntrcrp/crp/mtcr ntrps,10.50
25448,,Arthrp ntrcrpl/crp/mtcrp ssp,11.85
25449,,Revj arthrp wrist joint,14.94
25450,,Epiphysl arrst dstl rds/ulna,8.06
25455,,Epiphysl arrst dstl rds&ulna,9.71
25490,,Prophylactic tx radius,9.73
25491,,Prophylactic tx ulna,10.15
25492,,Prophylactic tx radius&ulna,12.66
25500,,Cltx rdl shft fx w/o mnpj,2.60
25505,,Cltx rdl shft fx w/mnpj,5.45
25515,,Optx radial shaft fracture,8.80
25520,,Cltx rdl shft fx&dislc,6.50
25525,,Optx rdl shft fx&cltx rad/ul,10.55
25526,,Optx rdl shft fx&dstl rad/ul,13.15
25530,,Cltx ulnar shft fx w/o mnpj,2.24
25535,,Cltx ulnar shft fx w/mnpj,5.36
25545,,Optx ulnar shft fx int fixj,7.94
25560,,Cltx rdl&uln shft fx wo mnpj,2.59
25565,,Cltx rdl&uln shft fx w/mnpj,5.85
25574,,Optx rdl&uln shft fx rds/uln,8.80
25575,,Optx rdl&uln shft fx rds&uln,12.29
25600,,Cltx dst rdl fx/ephys sep wo,2.78
25605,,Cltx dst rdl fx/ephys sep w/,6.25
25606,,Perq skel fixj dstl rdl fx,8.31
25607,,Optx dst rd xartc fx/epi sep,9.56
25608,,Optx dst rd xart fx/epi sep2,11.07
25609,,Optx dst rd xart fx/ep sep3+,14.38
25622,,Cltx carpl scphd fx w/o mnpj,2.79
25624,,Cltx carpl scphd fx w/mnpj,4.77
25628,,Optx carpl scphd fx int fixj,9.67
25630,,Cltx carpl fx w/o mnpj ea b1,3.03
25635,,Cltx carpl fx w/mnpj ea b1,4.61
25645,,Optx crpl fx oth/thn scph ea,7.42
25650,,Cltx ulnar styloid fracture,3.23
25651,,Perq skel fix ulnar styld fx,5.82
25652,,Optx ulnar styloid fracture,8.06
25660,,Cltx rdcrpl/ntrcrpl dislc 1+,4.98
25670,,Optx rdcrpl/ntrcrpl dislc 1+,8.09
25671,,Perq skel fix rad/uln dislc,6.46
25675,,Cltx dstl rad/uln dislc mnpj,4.89
25676,,Optx rad/uln dislc aqt/chrnc,8.29
25680,,Cltx trns-scphprlnr fx mnpj,6.23
25685,,Optx trns-scphprlnr fx dislc,10.09
25690,,Cltx lunate dislc w/mnpj,5.72
25695,,Optx lunate dislocation,8.51
25800,,Arthrd wrist complete wo grf,10.07
25805,,Arthrd wrist w/sliding graft,11.73
25810,,Arthrd wrst iliac/oth agrft,11.95
25820,,Arthrd wrist lmtd w/o b1 grf,7.64
25825,,Arthrd wrist with autograft,9.69
25830,,Arthrd dst rad/ul jt sgm rsc,10.88
25900,,Amputation of forearm,9.61
25905,,Amputation of forearm,9.59
25907,,Amputation follow-up surgery,8.09
25909,,Amputation follow-up surgery,9.31
25915,,Amputation of forearm,17.52
25920,,Amputate hand at wrist,9.03
25922,,Amputate hand at wrist,7.65
25924,,Amputation follow-up surgery,8.81
25927,,Amputation of hand,9.09
25929,,Amputation follow-up surgery,7.82
25931,,Amputation follow-up surgery,8.04
25999,,Unlisted px forearm/wrist,0.00
26010,,Drainage of finger abscess,1.59
26011,,Drainage of finger abscess,2.24
26020,,Drain hand tendon sheath,6.84
26025,,Drainage of palm bursa,5.08
26030,,Drainage of palm bursas,6.25
26034,,Treat hand bone lesion,6.63
26035,,Decompress fingers/hand,11.37
26037,,Decompress fingers/hand,7.57
26040,,Release palm contracture,3.46
26045,,Release palm contracture,5.73
26055,,Incise finger tendon sheath,3.11
26060,,Incision of finger tendon,2.91
26070,,Explore/treat hand joint,3.81
26075,,Explore/treat finger joint,3.91
26080,,Explore/treat finger joint,4.47
26100,,Biopsy hand joint lining,3.79
26105,,Biopsy finger joint lining,3.83
26110,,Biopsy finger joint lining,3.65
26111,,Exc hand les sc 1.5 cm/>,5.42
26113,,Exc hand tum deep 1.5 cm/>,7.13
26115,,Exc hand les sc < 1.5 cm,3.96
26116,,Exc hand tum deep < 1.5 cm,6.74
26117,,Rad resect hand tumor < 3 cm,10.13
26118,,Rad resect hand tumor 3 cm/>,14.81
26121,,Release palm contracture,7.73
26123,,Release palm contracture,10.88
26125,,Release palm contracture,4.60
26130,,Remove wrist joint lining,5.59
26135,,Revise finger joint each,7.13
26140,,Revise finger joint each,6.34
26145,,Tendon excision palm/finger,6.49
26160,,Remove tendon sheath lesion,3.57
26170,,Removal of palm tendon each,4.91
26180,,Removal of finger tendon,5.35
26185,,Remove finger bone,6.52
26200,,Remove hand bone lesion,5.65
26205,,Remove/graft bone lesion,7.93
26210,,Removal of finger lesion,5.32
26215,,Remove/graft finger lesion,7.27
26230,,Partial removal of hand bone,6.47
26235,,Partial removal finger bone,6.33
26236,,Partial removal finger bone,5.46
26250,,Extensive hand surgery,15.21
26260,,Resect prox finger tumor,11.16
26262,,Resect distal finger tumor,8.29
26320,,Removal of implant from hand,4.10
26340,,Manipulate finger w/anesth,2.80
26341,,Manipulat palm cord post inj,0.91
26350,,Repair finger/hand tendon,6.21
26352,,Repair/graft hand tendon,7.87
26356,,Repair finger/hand tendon,9.56
26357,,Repair finger/hand tendon,11.00
26358,,Repair/graft hand tendon,12.60
26370,,Repair finger/hand tendon,7.28
26372,,Repair/graft hand tendon,9.01
26373,,Repair finger/hand tendon,8.41
26390,,Revise hand/finger tendon,9.43
26392,,Repair/graft hand tendon,10.50
26410,,Repair hand tendon,4.77
26412,,Repair/graft hand tendon,6.48
26415,,Excision hand/finger tendon,8.51
26416,,Graft hand or finger tendon,9.56
26418,,Repair finger tendon,4.47
26420,,Repair/graft finger tendon,6.94
26426,,Repair finger/hand tendon,6.32
26428,,Repair/graft finger tendon,7.40
26432,,Repair finger tendon,4.16
26433,,Repair finger tendon,4.70
26434,,Repair/graft finger tendon,6.26
26437,,Realignment of tendons,5.99
26440,,Release palm/finger tendon,5.16
26442,,Release palm & finger tendon,9.75
26445,,Release hand/finger tendon,4.45
26449,,Release forearm/hand tendon,8.59
26450,,Incision of palm tendon,3.79
26455,,Incision of finger tendon,3.76
26460,,Incise hand/finger tendon,3.58
26471,,Fusion of finger tendons,5.90
26474,,Fusion of finger tendons,5.49
26476,,Tendon lengthening,5.35
26477,,Tendon shortening,5.32
26478,,Lengthening of hand tendon,5.97
26479,,Shortening of hand tendon,5.91
26480,,Transplant hand tendon,9.00
26483,,Transplant/graft hand tendon,8.48
26485,,Transplant palm tendon,7.89
26489,,Transplant/graft palm tendon,9.86
26490,,Revise thumb tendon,8.60
26492,,Tendon transfer with graft,9.84
26494,,Hand tendon/muscle transfer,8.66
26496,,Revise thumb tendon,9.78
26497,,Finger tendon transfer,9.76
26498,,Finger tendon transfer,14.21
26499,,Revision of finger,9.17
26500,,Hand tendon reconstruction,6.13
26502,,Hand tendon reconstruction,7.31
26508,,Release thumb contracture,6.18
26510,,Thumb tendon transfer,5.60
26516,,Fusion of knuckle joint,7.32
26517,,Fusion of knuckle joints,9.08
26518,,Fusion of knuckle joints,9.27
26520,,Release knuckle contracture,5.47
26525,,Release finger contracture,5.50
26530,,Revise knuckle joint,6.88
26531,,Revise knuckle with implant,8.13
26535,,Revise finger joint,5.41
26536,,Revise/implant finger joint,6.56
26540,,Repair hand joint,6.60
26541,,Repair hand joint with graft,8.81
26542,,Repair hand joint with graft,6.95
26545,,Reconstruct finger joint,7.11
26546,,Repair nonunion hand,10.83
26548,,Reconstruct finger joint,8.22
26550,,Pollicization digit,21.68
26551,,Great toe-hand transfer,48.48
26553,,Single transfer toe-hand,48.17
26554,,Double transfer toe-hand,57.01
26555,,Positional change of finger,17.08
26556,,Toe joint transfer,49.75
26560,,Repair of web finger,5.52
26561,,Repair of web finger,11.10
26562,,Repair of web finger,16.68
26565,,Correct metacarpal flaw,6.91
26567,,Correct finger deformity,6.99
26568,,Lengthen metacarpal/finger,9.27
26580,,Repair cleft hand,19.75
26587,,Reconstruct extra finger,14.50
26590,,Repair finger deformity,18.67
26591,,Repair muscles of hand,3.38
26593,,Release muscles of hand,5.50
26596,,Excision constricting tissue,9.14
26600,,Treat metacarpal fracture,2.60
26605,,Treat metacarpal fracture,3.03
26607,,Treat metacarpal fracture,5.48
26608,,Treat metacarpal fracture,5.55
26615,,Treat metacarpal fracture,7.07
26641,,Treat thumb dislocation,4.13
26645,,Treat thumb fracture,4.58
26650,,Treat thumb fracture,5.35
26665,,Treat thumb fracture,7.94
26670,,Treat hand dislocation,3.83
26675,,Treat hand dislocation,4.83
26676,,Pin hand dislocation,5.74
26685,,Treat hand dislocation,7.07
26686,,Treat hand dislocation,8.17
26700,,Treat knuckle dislocation,3.83
26705,,Treat knuckle dislocation,4.38
26706,,Pin knuckle dislocation,5.31
26715,,Treat knuckle dislocation,7.03
26720,,Treat finger fracture each,1.76
26725,,Treat finger fracture each,3.48
26727,,Treat finger fracture each,5.42
26735,,Treat finger fracture each,7.42
26740,,Treat finger fracture each,2.07
26742,,Treat finger fracture each,3.99
26746,,Treat finger fracture each,9.80
26750,,Treat finger fracture each,1.80
26755,,Treat finger fracture each,3.23
26756,,Pin finger fracture each,4.58
26765,,Treat finger fracture each,5.86
26770,,Treat finger dislocation,3.15
26775,,Treat finger dislocation,3.90
26776,,Pin finger dislocation,4.99
26785,,Treat finger dislocation,6.60
26820,,Thumb fusion with graft,8.45
26841,,Fusion of thumb,7.35
26842,,Thumb fusion with graft,8.49
26843,,Fusion of hand joint,7.78
26844,,Fusion/graft of hand joint,8.98
26850,,Fusion of knuckle,7.14
26852,,Fusion of knuckle with graft,8.71
26860,,Fusion of finger joint,4.88
26861,,Fusion of finger jnt add-on,1.74
26862,,Fusion/graft of finger joint,7.56
26863,,Fuse/graft added joint,3.89
26910,,Amputate metacarpal bone,7.79
26951,,Amputation of finger/thumb,6.04
26952,,Amputation of finger/thumb,6.48
26989,,Unlisted px hands/fingers,0.00
26990,,Drainage of pelvis lesion,7.95
26991,,Drainage of pelvis bursa,7.06
26992,,Drainage of bone lesion,13.48
27000,,Incision of hip tendon,5.74
27001,,Incision of hip tendon,7.14
27003,,Incision of hip tendon,7.81
27005,,Incision of hip tendon,10.07
27006,,Incision of hip tendons,10.11
27025,,Incision of hip/thigh fascia,12.89
27027,,Buttock fasciotomy,13.04
27030,,Drainage of hip joint,13.65
27033,,Exploration of hip joint,14.11
27035,,Denervation of hip joint,17.37
27036,,Excision of hip joint/muscle,14.38
27040,,Biopsy of soft tissues,2.92
27041,,Biopsy of soft tissues,10.18
27043,,Exc hip pelvis les sc 3 cm/>,6.88
27045,,Exc hip/pelv tum deep 5 cm/>,11.13
27047,,Exc hip/pelvis les sc < 3 cm,4.94
27048,,Exc hip/pelv tum deep < 5 cm,8.85
27049,,Resect hip/pelv tum < 5 cm,21.55
27050,,Biopsy of sacroiliac joint,4.74
27052,,Biopsy of hip joint,7.42
27054,,Removal of hip joint lining,9.21
27057,,Buttock fasciotomy w/dbrdmt,14.91
27059,,Resect hip/pelv tum 5 cm/>,29.35
27060,,Removal of ischial bursa,5.87
27062,,Remove femur lesion/bursa,5.75
27065,,Remove hip bone les super,6.55
27066,,Remove hip bone les deep,11.20
27067,,Remove/graft hip bone lesion,14.72
27070,,Part remove hip bone super,11.56
27071,,Part removal hip bone deep,12.39
27075,,Resect hip tumor,32.71
27076,,Resect hip tum incl acetabul,40.21
27077,,Resect hip tum w/innom bone,45.21
27078,,Rsect hip tum incl femur,32.21
27080,,Removal of tail bone,6.89
27086,,Remove hip foreign body,1.92
27087,,Remove hip foreign body,8.83
27090,,Removal of hip prosthesis,11.69
27091,,Removal of hip prosthesis,24.35
27093,,Injection for hip x-ray,1.30
27095,,Injection for hip x-ray,1.50
27096,,Inject sacroiliac joint,1.48
27097,,Revision of hip tendon,9.27
27098,,Transfer tendon to pelvis,9.32
27100,,Transfer of abdominal muscle,11.35
27105,,Transfer of spinal muscle,12.04
27110,,Transfer of iliopsoas muscle,13.77
27111,,Transfer of iliopsoas muscle,12.60
27120,,Reconstruction of hip socket,19.25
27122,,Reconstruction of hip socket,16.09
27125,,Partial hip replacement,16.64
27130,,Total hip arthroplasty,19.60
27132,,Total hip arthroplasty,25.69
27134,,Revise hip joint replacement,30.28
27137,,Revise hip joint replacement,22.70
27138,,Revise hip joint replacement,23.70
27140,,Transplant femur ridge,12.78
27146,,Incision of hip bone,18.92
27147,,Revision of hip bone,22.07
27151,,Incision of hip bones,24.12
27156,,Revision of hip bones,26.23
27158,,Revision of pelvis,21.04
27161,,Incision of neck of femur,17.89
27165,,Incision/fixation of femur,20.29
27170,,Repair/graft femur head/neck,17.61
27175,,Treat slipped epiphysis,9.38
27176,,Treat slipped epiphysis,12.92
27177,,Treat slipped epiphysis,16.09
27178,,Treat slipped epiphysis,12.92
27179,,Revise head/neck of femur,13.97
27181,,Treat slipped epiphysis,16.18
27185,,Revision of femur epiphysis,9.79
27187,,Reinforce hip bones,14.23
27197,,Clsd tx pelvic ring fx,1.53
27198,,Clsd tx pelvic ring fx,4.75
27200,,Treat tail bone fracture,1.92
27202,,Treat tail bone fracture,7.31
27215,,Treat pelvic fracture(s),10.45
27216,,Treat pelvic ring fracture,15.73
27217,,Treat pelvic ring fracture,14.65
27218,,Treat pelvic ring fracture,20.93
27220,,Treat hip socket fracture,5.50
27222,,Treat hip socket fracture,14.11
27226,,Treat hip wall fracture,15.57
27227,,Treat hip fracture(s),25.41
27228,,Treat hip fracture(s),29.33
27230,,Treat thigh fracture,5.81
27232,,Treat thigh fracture,11.72
27235,,Treat thigh fracture,13.00
27236,,Treat thigh fracture,17.61
27238,,Treat thigh fracture,5.75
27240,,Treat thigh fracture,13.81
27244,,Treat thigh fracture,18.18
27245,,Treat thigh fracture,18.18
27246,,Treat thigh fracture,4.83
27248,,Treat thigh fracture,10.78
27250,,Treat hip dislocation,3.82
27252,,Treat hip dislocation,11.03
27253,,Treat hip dislocation,13.58
27254,,Treat hip dislocation,18.94
27256,,Treat hip dislocation,4.28
27257,,Treat hip dislocation,5.38
27258,,Treat hip dislocation,16.18
27259,,Treat hip dislocation,23.26
27265,,Treat hip dislocation,5.24
27266,,Treat hip dislocation,7.78
27267,,Cltx thigh fx,5.50
27268,,Cltx thigh fx w/mnpj,7.12
27269,,Optx thigh fx,18.89
27275,,Manipulation of hip joint,2.32
27278,,Arthrd si jt prq wo tfxj dev,7.86
27279,,Arthrd si jt perq/min nvas,12.13
27280,,Arthr si jt opn b1grf instrm,20.00
27282,,Arthrodesis symphysis pubis,11.85
27284,,Arthrodesis hip joint,25.06
27286,,Arthrd hip jt sbtrchc osteot,25.17
27290,,Amputation of leg at hip,24.55
27295,,Amputation of leg at hip,19.66
27299,,Unlisted px pelvis/hip joint,0.00
27301,,Drain thigh/knee lesion,6.78
27303,,Drainage of bone lesion,8.63
27305,,Incise thigh tendon & fascia,6.18
27306,,Incision of thigh tendon,4.74
27307,,Incision of thigh tendons,6.06
27310,,Exploration of knee joint,10.00
27323,,Biopsy thigh soft tissues,2.33
27324,,Biopsy thigh soft tissues,5.04
27325,,Neurectomy hamstring,7.20
27326,,Neurectomy popliteal,6.47
27327,,Exc thigh/knee les sc < 3 cm,3.96
27328,,Exc thigh/knee tum deep <5cm,8.85
27329,,Resect thigh/knee tum < 5 cm,15.72
27330,,Biopsy knee joint lining,5.11
27331,,Explore/treat knee joint,6.02
27332,,Removal of knee cartilage,8.46
27333,,Removal of knee cartilage,7.55
27334,,Remove knee joint lining,9.19
27335,,Remove knee joint lining,10.55
27337,,Exc thigh/knee les sc 3 cm/>,5.91
27339,,Exc thigh/knee tum dep 5cm/>,11.13
27340,,Removal of kneecap bursa,4.32
27345,,Removal of knee cyst,6.09
27347,,Remove knee cyst,6.73
27350,,Removal of kneecap,8.66
27355,,Remove femur lesion,8.00
27356,,Remove femur lesion/graft,10.09
27357,,Remove femur lesion/graft,11.16
27358,,Remove femur lesion/fixation,4.73
27360,,Partial removal leg bone(s),11.46
27364,,Resect thigh/knee tum 5 cm/>,24.49
27365,,Resect femur/knee tumor,32.21
27369,,Njx cntrst kne arthg/ct/mri,0.77
27372,,Removal of foreign body,5.21
27380,,Repair of kneecap tendon,7.45
27381,,Repair/graft kneecap tendon,10.76
27385,,Repair of thigh muscle,6.93
27386,,Repair/graft of thigh muscle,11.13
27390,,Incision of thigh tendon,5.53
27391,,Incision of thigh tendons,7.49
27392,,Incision of thigh tendons,9.63
27393,,Lengthening of thigh tendon,6.59
27394,,Lengthening of thigh tendons,8.79
27395,,Lengthening of thigh tendons,12.24
27396,,Transplant of thigh tendon,8.15
27397,,Transplants of thigh tendons,12.66
27400,,Revise thigh muscles/tendons,9.33
27403,,Repair of knee cartilage,8.62
27405,,Repair of knee ligament,9.08
27407,,Repair of knee ligament,10.85
27409,,Repair of knee ligaments,13.71
27412,,Autochondrocyte implant knee,24.74
27415,,Osteochondral knee allograft,20.00
27416,,Osteochondral knee autograft,14.16
27418,,Repair degenerated kneecap,11.60
27420,,Revision of unstable kneecap,10.26
27422,,Revision of unstable kneecap,10.21
27424,,Revision/removal of kneecap,10.24
27425,,Lat retinacular release open,5.39
27427,,Reconstruction knee,9.79
27428,,Reconstruction knee,15.58
27429,,Reconstruction knee,17.54
27430,,Revision of thigh muscles,10.16
27435,,Incision of knee joint,10.88
27437,,Revise kneecap,8.93
27438,,Revise kneecap with implant,11.89
27440,,Revision of knee joint,11.09
27441,,Revision of knee joint,11.54
27442,,Revision of knee joint,12.37
27443,,Revision of knee joint,11.41
27445,,Revision of knee joint,18.66
27446,,Revision of knee joint,17.13
27447,,Total knee arthroplasty,19.60
27448,,Incision of thigh,11.60
27450,,Incision of thigh,14.61
27454,,Realignment of thigh bone,19.17
27455,,Realignment of knee,13.36
27457,,Realignment of knee,14.03
27465,,Shortening of thigh bone,18.60
27466,,Lengthening of thigh bone,17.28
27468,,Shorten/lengthen thighs,19.97
27470,,Repair of thigh,17.14
27472,,Repair/graft of thigh,18.72
27475,,Surgery to stop leg growth,8.93
27477,,Surgery to stop leg growth,10.14
27479,,Surgery to stop leg growth,13.16
27485,,Surgery to stop leg growth,9.13
27486,,Revise/replace knee joint,21.12
27487,,Revise/replace knee joint,27.11
27488,,Removal of knee prosthesis,17.60
27495,,Reinforce thigh,16.54
27496,,Decompression of thigh/knee,6.78
27497,,Decompression of thigh/knee,7.79
27498,,Decompression of thigh/knee,8.66
27499,,Decompression of thigh/knee,9.43
27500,,Treatment of thigh fracture,6.30
27501,,Treatment of thigh fracture,6.45
27502,,Treatment of thigh fracture,11.36
27503,,Treatment of thigh fracture,11.27
27506,,Treatment of thigh fracture,19.65
27507,,Treatment of thigh fracture,14.48
27508,,Treatment of thigh fracture,6.20
27509,,Treatment of thigh fracture,8.14
27510,,Treatment of thigh fracture,9.80
27511,,Treatment of thigh fracture,15.11
27513,,Treatment of thigh fracture,19.25
27514,,Treatment of thigh fracture,14.60
27516,,Treat thigh fx growth plate,5.59
27517,,Treat thigh fx growth plate,9.12
27519,,Treat thigh fx growth plate,13.25
27520,,Treat kneecap fracture,3.04
27524,,Treat kneecap fracture,10.37
27530,,Treat knee fracture,2.65
27532,,Treat knee fracture,7.55
